id,name,value
93a3148d0cc64666bcd6c14288c4caa0,王九息,72.40
5332bf36e84245f8a0cfb30b27888439,王九引,44.81
9690c92369794db488f740d81b1ebceb,孙一捷,117.73
bc93860a97fc4a7fabbd121fe5374f41,孙九擎,7958.24
dcbde87a3cae414188f00b1747a7dc0b,王九信,0.58
76496da58ded47ed81e0569ffaf9cbd4,赵九中,80.25
6ad377b2c09c4a3ba9bf6f7d08f3044a,王九中,4077.48
fc50c280f95a4bedbcfcd16237fd284f,吴八搜,1874.17
000c851211404b22b25b51fca1bc2886,张五搜,96.83
c928e61dc0364a84ae3cb43b2fd5bae1,黄八于,13837.68
ef6c31521cdc44b8a610e42a346bb708,张四擎,58545.33
9bc62b12e73744009d6ddf4347ca4116,孙八索,6029.82
6bf6fa02cc404b7cbf0edd9d383b857b,黄三中,4694.35
baf2b5ca3d45429caab1be4b8e7c98e9,黄七致,30590.74
4421e5be5cd74e91af203c095e1a3849,钱七力,20.09
d13a3ac6498241439b00fc93e2d67317,张七球,40.60
29e0a7bd73234ee282fd4846ebb0e106,李二擎,390.37
85fb8261b7bb41bcaac98951a8f456c3,张九于,47844.26
0cc4d12ceca7447cb410e0927ea16633,黄九致,323.02
4843d6636c8b481ba9cc24258f2a20e2,吴三信,8757.24
a7da5f5d48db49b1800d455affed43b0,张四致,237.86
4ef8a3f27eef47368a6006633e56d268,吴二大,576.66
4fb6109588ca498a95105dc21ca649f0,黄八索,44.57
e0b6aa78ac3c4edf8077339f9929d99f,张三球,241.78
558dcfaf7db44006a24781122fb62c49,孙七于,89766.47
24b6c89701ec44489877d8cf3859a2fd,钱六擎,3932.32
7226c4595b7f4f549bbb67e6c39848e6,赵四中,28231.12
430bfd9f9cfd4340ae87bb6bcb3c01bf,孙二息,35530.11
9879b455e0e34a2c8aaac5104385c554,黄七中,340.15
3df47042ad3e4ec7b72676d5b2d7c20b,孙二信,42510.83
918f39d52df9459487dd127a63d80005,钱六于,9733.76
0ca64cafd5fe49c8987a6824587db5f4,孙六于,8321.92
ad672d2584774dc5bdf94cdee873361b,孙九搜,1406.06
452d1354bac340d7a0f914f4f7b8d956,李一信,4865.11
eb592007040742bbaa1121111e199d61,李三力,2471.05
8c0f622f4b444d4295b4e97a65f0248c,吴一力,9.86
5af4d15f38664906a785e80afb33ce4c,张五息,93.32
37a35a9637454720a4de99999003b299,孙七擎,108.00
094efe489b7f4c20bf1d289f9cbbcf75,王三文,84.75
0f4c5f2e048b4a1aa23fb12b13aaa383,李三全,64527.23
ab766b61cb124fb9a6fd4a49fb645e2f,吴五大,27.33
685ff751d38c481a846e0cdf867ee32b,赵三于,617.66
bc25479d7c3044bdb6bf2f8efd51ce32,黄三文,25408.13
31406178e8274ab1833c86fdd99c2848,孙六致,951.16
5e70525bfc01495ba04cc8929812c78e,张六球,8151.39
56169aa14cab46ba895c344357e81d0b,黄四文,387.36
8580db22d8cc42b482a35e46fd420923,赵八全,36.36
1f09418af239400ba8398821c8ba1bb5,黄二中,24.91
fbf8e54b03e941f69d168278210b6814,黄三致,50.30
a3f9116663aa49999c38d9683d64c684,张一索,231.48
c179a420acbd4eeea3eaa0452998be18,赵一捷,82.14
c776566be2ee4fcf81bbc8d0de0f72ea,黄四搜,72.77
9f03816d86104e60b0cad657efd03c94,孙一擎,488.53
e4e79190d081421995371518736ebcf3,李八搜,8082.29
b2bbbcba83374e5d92ac06ef85a946ad,钱六擎,3821.84
d2b82ca9ceee4136bab07ab1f27b948d,孙七中,707.30
0e75b165bfad457f9bfcb3aded775d92,黄六文,637.74
2835385bd022409ca84a56182df92d98,赵四信,10.60
a6912e4d37aa4e48a088c78c7797305d,孙八信,77.74
f00b645983424d0787853f6604417f99,赵六息,554.39
ee7102d2fd874676b2cc9a0b30cfa8e3,孙五最,62885.63
1b047a93069c4e6bab350c20bf7c7792,李八全,68911.62
b47161322388469bb2a5a1dc8f0ce079,赵一力,5862.53
173e747195034487835a9b4a61457c1b,黄七全,76036.70
32c5e83105694a76b5514ac8ff28f884,赵一球,904.31
8b50388707e5481cb6cdb2b5ae3d3527,钱八索,165.65
203bbd3c72984aea84b3a96d96cbf521,李五于,230.39
514e21f991434770996eb75dddf507c8,赵七中,18228.55
c8a396687a594ff2817d6966fab47b6e,李四搜,457.11
30191a38276e4d8fa2e7348716cf999b,赵三捷,6.82
8c1b7843bae7429f9049f0e399e214da,吴二索,36.05
310ac4971af047ac8c52832845d5e74e,钱一球,49.11
32c1bd4d49d84c708f56827a29189b86,吴六大,551.16
e79f48d5b1d949cb9084560fadd9aaf6,李三擎,320.56
692dc39b42384be68aad37bf700faeba,黄九引,2212.56
ab80778c1e874768ac37c09bb98cb21c,孙三捷,84253.09
eb803305aeae47a1a158da39da65448f,孙三索,81.12
de1827c2462b4978854ee89ff8fff839,吴五文,55.73
3aa43ec00ae4420582d2e74b2654ba3b,钱四球,80.14
56857206fe2e415f95b3776e2094e51a,张五引,8839.02
f2feaefdd3be4ac3aa6787833409acf5,钱九于,902.81
7ef94c72d20843db86b07caaddc225a6,李五力,334.31
0476dff28c52449180b93979471b9eb6,李四信,201.94
1b4726a967c7425e9e91d3458c3610fe,钱九最,9759.30
05bf9d5fc830482b9f305365d9ba62c0,王五全,773.01
51a06481dba945428cb575149e516311,张九文,10.89
17d291fe066c4636a619185c7b15f3af,吴一最,974.73
0b4dc2e0ff824e57b1d67a17a59395eb,王三球,81.29
cf97ff5cc4e443488686281db13f7712,钱八捷,7303.36
12c6f51528404a219526a7dc12cf6851,钱一致,84.14
b21f6174202048e28a33391c13b2ea0f,赵一文,0.34
001a7039786343d9aed1282ff2ba654c,黄一文,7.80
36321064a82f42cda83ee5075d1359d7,李六最,120.19
c80500c6aa5d4e0b85eaf84ebac3b7fe,张四信,85823.90
bc1e06a965904645a80ca7ff5ee46cc2,钱五致,57.26
10cba3acc0f34ff09c0026ff77c664df,王一信,95.62
ecb54b8af1c64c9c868678863c722bad,赵二信,68.20
1495bb36fbe7417aa7b684df7978d378,黄二索,97.75
39748b9b422b46b0912aab2db64d6daa,李八最,5954.27
b093727115154e10ac744ac43bd398fc,赵三大,86403.26
37b390a72f704dfe90e57f10a26a41d2,孙三全,62.07
ec43b4bfaf384e71a39e7b80f00c94e0,赵八捷,94450.44
470016481db44c5690d89f8649b79da8,张七力,57693.96
bded7bc1434f4740a8ae4d98c2e090de,吴八全,79779.22
ee8c9348851646debc7bfc88bda8d5f6,吴二力,55.71
e0fa6fff69bf4c26b22433a2ea2611e0,钱一索,8424.47
40f21643a10c4e4a82c96db18e30bd3b,赵二致,582.67
bd296da629ff4c1ea3e584858750b1c0,钱七大,4586.00
8f15a6d9374246fb8d72616491ff63fb,李九捷,58.04
bc71c4871a894223bc05ed916288ca22,李四信,997.42
3c7caaa27c9a4151a775e65163378931,吴七捷,520.33
4a36a40da8f246d9b7a67a032913e5d5,赵九致,501.64
6fa14811efdc46e09d3febebc91be221,王九致,9165.14
2fcd6ae34f554b9580d809697d73d9a3,李四球,6394.58
2c3c9febb87540c1be939a9bf9fa32b9,黄四球,423.61
804c2486077b48b8aab6ea685de87383,赵五最,68.19
666956fafb044f69bb52555b0f3339f7,孙五于,13393.60
d88803cb92744dc28ab07ed4465db700,张八索,159.47
3acd543ce4514466a8fbfabef4f44dd9,赵六最,726.07
2490fadc3da744b69d2e9a8837833127,黄三大,73.75
635efd72498e4beca4421db19aec2ef2,孙一息,23498.78
67686c0d3ac84dfe8eedcc99da93312c,黄七息,1963.93
1487f7d13f59430ab47a4faa3fa613ad,李八最,590.75
1ca23ace987648ab8764e180e34ed2f0,吴八全,173.60
af432b3666f34eeb95b1535b06d36bfc,钱三捷,616.66
d2045af608da47bf88cba22b081ffa95,张七最,51615.44
87fe76cc637b4ead8981a99e3d4ba583,孙六擎,3.91
8aa053d6686c4166968bf9223281b62f,李三于,57.43
f8ec7ce42ffc4bf0a8a6ce544b91dc50,孙九息,1332.47
6120e77bb7fd4e4e946ca06138ae6168,王三引,7002.94
cca45b1ef2a54d2380141c9561229162,张六索,79.18
8612c455f48048028e04e1dec3408cf5,黄七文,989.60
9f62811e2ce34ba188a7af83200732ca,赵五于,52.19
3046561fc4f045ef9f298ac74359bffc,钱一力,650.80
dd9fb83ad1244c7aaaa15835e08f4c73,张五引,879.25
f412404cfb854633a57bfc08b6575567,李六引,633.79
89484e57d1d648dc8ae16c37f2bc367b,孙二文,2784.67
09d7e13e4f7f431499ef53ce35c6074b,王三中,70.96
248655a4ec8d478a877241c87ccf6680,王二信,346.89
f9048a7334104679b902eafe0f1d554f,赵七擎,60.07
13c55bdee9a24fc4b0c3be69002fcb83,钱五致,2.89
4b1ede3a00d247abb8e170e27c06886c,钱九息,8835.68
500bb887598b4de9af3a2cc473a842d9,张七索,427.55
d9ed378ba04a4d67a3877b30419b50f6,李四力,24529.02
d1b5266846bb492693894387fbfd3109,孙七搜,3784.72
79f4e4056e674231bd42cbd9da606c4c,孙一致,500.11
fca1dc183bee4dcda46d429a264f4dff,黄八引,79.36
82688082f53048a390d00857be986822,王二力,23075.88
d6802d5b6d38443eacd351b3aad284aa,李四捷,377.00
5da89ceb72744e6bb6e9f7dfe7cd44d0,钱六擎,6784.43
3bb50d644e2048309a707e7151e18d69,黄五于,59581.52
37a3fa2e7bab4b488d689602e533b61a,张二大,548.05
78a0cea7c98545ffbaaac8d08c03c517,李八力,21.07
d216493b9021441489f265c94537f2b2,吴三致,7550.70
cc9e03678bee4829bc11f7bcd3bb7915,李八于,72.40
a8e80c7b763842eb83d6910f0d2be148,张五搜,9.59
0ddd1ef0b91b44b99b14e16abbd0b9d4,王七最,53.78
e1ee3269580e448996a7d832739accef,黄九息,45574.93
9ac7e1c1239445c2979a32a72af96f44,钱五力,90325.36
dd1d3f04b0b146e0ad8f08bd7f0d7f51,李五中,8416.37
33e5219c3db24a999e192c14079be23a,张七息,6139.03
a906d3c0eb1a4edd9d489120bdaaed49,黄四信,43152.27
572d39bed6504298aff6a0d105c03393,张二球,43461.17
7399e71c688c427c953f462f5ef7bdc7,吴四球,9765.76
a6d557803d9945cc90e95d5103ba8bba,赵四搜,97038.95
9df8afebb89448c69da4b35f72b1df68,张一信,54366.23
138b1bf8e8fd4ab3ae21b12765162782,赵八信,7244.41
778f290909ff494ea659f2903ee4012a,钱三中,3197.44
3bfc5e6a86e2441ea66f5faae1a8f95f,李八信,193.86
b560c3fdf9b2476a9ed99ac1b5d92f5c,李三球,4036.22
484f5ed5f141444b9945ed0a46700ceb,王九全,77.93
f99b4bd21f0a4ae98645f222ce23557b,赵一球,73675.07
64bcc0160b6945e1b15f283a0752edd8,李六大,69.62
545f2c33c7214267b1f5fe598178b4e0,张九捷,58884.58
08166d53d4004593ba2faac15a544710,孙九中,281.59
1f4a259944824a2ab63bf596c00b5311,黄八大,3297.04
22604fe7ff864652b5860021d033c10f,张九球,10977.51
fc68c50a61034b0f9c3def69413734de,赵九球,3719.67
31bcadc648ff4fe1bd730f7f598078f7,黄一球,52063.80
3f0c58b10a6b4263aa328b277db4514c,李二搜,26581.68
f5ec57c9fc6e436089492c8c8f12a6dc,吴七全,23916.25
96ec96877821445784e249c12da73953,孙九中,602.13
9ba41ddc0bec402b842243a65c8b9dd1,李四全,2525.80
ae7c1945c15e4daa8e6634dd3b252225,李九捷,88618.18
57a79c7eaa88472a90577b91bdb0651b,孙六信,610.76
56d3405f5d9740709ad97102ca1bab64,李八致,977.26
6e94ac216b1349448d441b900fccff70,吴五引,58216.67
21de69e47708467f8b87e715fbfceeff,李四搜,39.11
16722b20555f4bfa9db714f35ae6adc4,孙二于,24495.33
4a1bc8e7c12b4e6ea9742849ad3f6261,王四中,86237.40
dc99811cb0c84e30a4f9d8cf7844a3f2,钱三文,39814.57
8efc67b4ba094af49c750082d1e679fc,赵二最,487.40
baeb2f8b4bde4b95a84a91af752875ad,李六搜,967.31
e40299d1e73a41788b1c8911885f994a,黄四捷,20909.11
2073734f116542dda6f7eaf03c30c1bc,吴七搜,707.25
262720dc1f284ff6b054a99540d04be5,赵七致,431.31
adc7c921112f485480e377cf4c4d67a8,赵九文,4173.30
66f5bd2ca1014820ac7f113afdbf3c4f,吴二擎,58814.80
f190c46884714e9c8b048e53ecea7eca,吴四息,83526.53
a67d391a2ecf44a4b7e3f666475bcdba,吴七擎,41.25
a9546a153a774876bfb040bfa1563cc3,张一最,167.79
de013751c72b4104ad9da8f407dc1158,黄五捷,571.77
c7f977dda75d450aada883c96324014e,黄六索,649.85
db9b0275a0314bf0b0339892d5607931,张八于,6400.01
e32e3e15317748f59ed1318bf48f2c83,赵四力,2213.10
c02699b1d6604da189be71e46f65979b,孙五引,803.17
8f1511bf89654f4b9b47405610f63f08,赵五文,9208.30
985d9f2b72724496bd4f716e9be7cb12,吴六最,17429.80
0d13de49ffab40268b96943c0042fff5,赵九球,28722.88
3eecd875c7e046cd9c66dca4a98a262c,张六全,4817.66
dea7e2a8d5fe41ec8da8ddc1030352fd,李六索,1134.39
6c1ab38409f242968dc0321f8b37cbed,钱八力,99.22
555fce85b1cb499fa08e854b82c60ad1,钱三力,249.57
b340fe38b6774239ae6219a1804f544e,吴五擎,863.84
2ed85b48ed14484199549f9995204c35,赵六擎,8395.30
212775c6b7254f13853d5ab56da6e493,吴三信,3924.79
f439483442bb4ae19078d61d394c75c8,李三全,7.79
ceab1a5a71904aabbe56b2de81bb67e1,孙七最,92.36
1a0fdbd0e233456ba86cd0226b0b7cf0,黄四索,8092.93
a8b69b0104094c708fb5ee8b132e1b4e,吴七最,57.13
2d35636ef3ba41258bb99e2fd34128ad,黄六搜,7.13
09ba2369022646fa9e81bfeace12cfae,黄一捷,6234.00
20f56c4e39404978ae70cab7f2574e1e,钱二致,451.17
0623e1d75d934a1c9569e6cc16908855,李五文,97.24
ce66ee9c2e304892af56375f12c7272c,张八于,46488.86
9304d1cba0114492aee1031c983c516f,钱三擎,463.19
40b047846a4e44889beae98308faad38,吴二文,55.63
81fd57124bfc4ae39ba32e026f4b970e,钱一大,213.27
c340f7caec694630a2d488a07aa28ec5,赵三捷,15.98
49f302a705134afb997a9a31cb70bf68,吴八中,4851.46
d4d383c39dd94527a446dbfc9b4da850,赵七信,900.45
a2039de23f9b4c3095652bcbbd911799,李四引,117.21
0bf4cad8a29549dfa8f38122815f1693,张五擎,50024.04
24b58808faf2417eb11a8e9652db4626,黄五索,15.93
ee90d341cce040fc87c0e0b4946f1069,赵三大,25630.65
2f997cddba204f868ce8f0b89377b5a2,钱三文,11.11
d5a567b2c0fb424cb3bb95ff9f24929f,钱一捷,419.49
842dd1d5b2534c1da336a8645fdc8743,王二搜,41467.80
eac00132ca7846b18d0093a1a4d7f21f,钱四球,8059.13
3a132fa1147a49fa8ea56ca3125cb93b,黄三文,93.10
151c92fe20e746c78e5fcc79a89ffcf5,王九擎,94.67
e3cb9f4d45f64ac1bfda6bfed08f995d,孙六于,32543.90
c68795105b6649b5a88422f9c90d4eb2,孙一中,8075.74
5320c760be904410adcdffe83ee518b2,黄九捷,39.94
1e2213d2b8434731a352d2fdaa832b69,赵二索,8988.68
52f6c217402e4081a10a311b3b93c430,赵三捷,30.45
c9507b939e99455d96cf8d8c2710aa48,吴三大,32.15
a33c9be5d7654c4abd35d0733595330a,孙七球,632.71
5ecf7f7a14a84c13a1e496f7183af0b1,张七文,29166.54
86a259398fe44c368864e921c0b5f55a,张二大,71.36
2317b2fa2e1c493a960ad0fe330fb1e1,吴一球,50.02
4753ae8723874d4690278f5ea8cfe2be,钱七于,79181.96
4e503a2e46804cfd8586941847f3b2d0,吴二最,27519.94
74ad95e32b824a1b9052dc8cfbbc963c,孙四信,3661.50
dc48c9630c7b49299f879a3a6a665065,钱五捷,26463.16
7e85133c51a44d1789bb46ba5f40f1e9,吴六索,3994.05
a899069b4d3d4bf9843bd23a7debc96d,李六致,15.57
768381ca781c493dbd66f7fae2f47f36,李七于,16122.74
a295dea3903d42b08570c55c2a314e78,李一力,14655.77
6269df94d7624bfe90cb73480fe4964e,钱八大,4585.96
eb21306aac144bedb143d28a49725903,王四大,76287.32
84e9420c665a41c8b7844f089b0642cc,赵七索,39889.59
076173b249bb46918930868ce975e0bc,张二于,286.24
28e3f184139942358b3b77f4283afd8c,张七最,174.04
0a632c27f9b048209ae9c167e6008547,李一搜,17.14
86c1a0b4c9ff47dabdcf4e541d1c06a8,赵八全,871.60
5d21286fddfe4c85ae3fd517c573265f,孙四信,445.98
6fa3b4a28f7c4b80afaf8ee16a5b6a2c,张四球,33391.96
762ab0e391db4c4680c0935b3cbb7ec1,吴七球,97943.96
b66dc6e583eb43549d09c12a2869a0b3,张九息,97.84
2f9aeaa2393949f18df24f874d66df8f,王八全,3824.23
10ec9ced54d84107bc462391d48f1e85,王八大,897.44
cf020b0c98d0468b89e58857b82ae822,黄八于,4.38
85f199d66c76453d849f52c1988a2174,孙三引,17.05
917331df62ae40b0a21fd166a98f8a98,赵五信,15.11
c0e78cc03dc14cafb3ac5a2872e5fe31,李五索,55605.86
2fce082ab0344eeb8ac7508146f4e095,李三于,3644.27
ff8826bf5a7a4a5eb81c9073cbd4597e,钱九致,4603.73
def6ffae35f846a7b350279c88d6b60a,吴三全,745.36
f1ba6eac7ca84f16b7834bcf29f87644,孙七中,19.79
fe5b8421f4b44912b251dbdcdf5018b9,黄四中,9.94
d9273eaae46a45b5a4131108aac3e93b,李七信,580.69
f6854ba6ae294e50a3017195f4fe754e,吴六搜,15006.20
88080dd801244c1e991e31c6c434f9f5,黄三文,87.29
e4ff229e4983465abef577c5618c66b1,孙七信,45063.32
bb370d572c814541a6b06287c8e9989e,黄七搜,20374.75
759abff488594603890154f97ba505df,钱六全,137.50
240601b04a564ebd8f6c260b4ddf3a5e,黄一息,2.27
eccc63dc106f4211b95ac76498fccfbe,黄八索,51415.78
7376acbadd3a42c5b3f36a08f5a58b9a,孙二力,61.80
a884953de9bc4392a9ceb1651217f28a,张三索,962.64
c902a3145a0c4507b765e174acd82076,王八索,8085.97
0fd1344c8f014968be91a4a4d2c4015e,钱二中,19.83
bc5a8093dc084b4d861b2a258658ddc6,孙七力,82.10
8496bc73aef44bfe92fdc4862bbadf48,王九引,8396.76
3ae8876b79ca41aa94d6a4d4bc7ee2ff,孙三大,3156.78
e2b40b603c8044baaa46cea34f0bb125,李三全,83.88
0eac18eb7ba946b7bd436c37b01d1f9d,王四索,4841.44
2e00502194354f7599fd75b85250a443,吴六擎,8141.24
4ed3e5fe712047ed95f6e3f8b2e4ca98,李二文,47938.36
2204f26f1ba64709a1e17dfb307c1c41,王七文,749.72
b5cd8669b01541d9a645e5663a04c47d,钱七于,426.38
8acbe21ed96342bda1cad6af45a5246d,赵二致,3500.80
288d0b97b9bf4479a275c39ab9085d41,钱一引,70.82
4f26f065374d473d8dea7a437795b280,王三索,180.60
c4307b70c6954215867d6487705b1dc2,王二力,107.07
17e8c52b47d64d739946fac94ba0f640,赵九擎,247.43
2ad69a8f42124fb98d06ca2af2296c08,钱五全,49853.43
410a6232d1694951a04c724e65f78fcf,孙四球,71263.13
bea8e20e1ee441d7b0654635f5821fc9,钱四引,31.30
2460922caa6a45348efe4dc590bf3d56,吴九索,14658.43
e0aafc1b0b324160aadae22c78f9c77f,李三全,52.84
9504330a258c4631bdef8fda09cf0249,孙五中,4021.26
291833688a09470293ec53d75d99e195,张四大,82278.43
46e3ce068bf147828b9b2dbdaa83467b,钱六信,3431.19
52a454242cda49eb96f1b3872abaa134,李三引,747.95
844fda04028e4776a69711aa7c57ed52,孙二索,9973.99
5f71cf0b781b43ebaf1c76c7ed9d3a8c,赵四全,6760.93
41946d68e80a440d97bb5b6c14c81baf,赵二擎,41993.83
d5d3b46bf4e6402fad79912f9bed093a,赵七大,814.74
a4ab6e632c424aeab805ec73d10c9b9d,李七文,7499.82
e8e0756c14784d248704a6d74f13f179,赵一索,481.59
4934af69493a4900b0713cdbcd39f1ec,黄一息,90.34
adb5a558db8f48679b1c31038217ab9e,吴九最,8457.51
ca4692eb548b4ca8b1a0d6fcced7bc79,黄一中,1623.12
f1a85caeb2b145ae96abba7e6ad949f7,孙五信,18670.00
54f457f15a2a4e039b127f8243b9a629,钱五力,30021.52
705c6652ca5343379d6c2202fd9647ea,吴九最,2109.57
0a7da2b316eb4ceaa5f8ad14259fa751,王一全,39.27
b2fa54c0e8b545b4b360e3dcaa371098,吴八最,40126.94
5504bb8da6fd4ce1849cdb8276ceea99,赵二引,8190.51
45d73ecf5b264d779abc69f279de3396,黄五息,401.41
6a81819dd6604506a1247f37af533137,黄八索,229.22
57dbad5fe68e453cb08a7a6dba9642ff,赵六文,46.29
31ed268145f844af805d22abb622bbfc,吴三信,89519.49
358f31593a6b4bb89a63774be6ed5b07,张一中,8.24
8869989142a24f38b07a42cdfb886d72,王六文,82.70
7e8d3022c04040419c7a45c1bbec5281,黄二搜,871.23
92dc4ab6a41547249b654f434d3df37f,王二致,44480.79
ed7c4b2e9c1748c39cd76dcef159b569,钱三全,1838.30
9df297b8ba8f48f0a633755b6f290706,孙二搜,206.50
ca80f72c0c514cb882dcf68cefae0a69,张八擎,35.19
b93de65981474454af12fc12746399fc,吴八擎,895.95
95ce563960c34fdda4978f816cf80001,黄二大,562.72
30c9ff25811b45e6a9d7d3766fcf541e,吴三引,82372.02
082186905578458baefc497c9704c21e,赵五致,946.51
958dfba5c43340f6a4aa8c827a64f155,王一中,81.49
9298c45d943e4fdea1815d30ff2b0d32,孙七索,66.23
a19620e1fcac4800b013ef66c882f44d,孙六中,7.97
5a5c6e0541414c218a45fae8b32a07e7,赵八最,910.92
5b0b149d74034e3a932e48d1b8c27bec,钱八致,5521.78
b93c2f5459544633ab4ca2e2df558d70,张九引,919.54
9828b4a80bbe4f17960c58a6bb65ed3c,王八引,37.29
cf13695effd2426d8925c104751cb8e5,李七捷,9878.56
14570f05b2c84363a0a8b9ebc3546b6d,张二信,60.77
ee694dafd0f74e7486f49a634a83b466,孙六中,47422.70
f2daea4ac80a4ac6b12b24ee4edb317d,王六最,9971.14
dfd2ade526454e5985ae6425808c98d6,王九中,29059.33
aa9a3f41555e496897aab48dd9f3774c,孙五全,24.87
3b71883fe5fe43429b9495119ee36078,钱二球,67.06
6958afe4b5c74a2b89a61186cb31122a,王六最,81001.10
de1ce963dd884f85a469c2df531c405d,赵九最,826.14
d3380c221d904b7cb84187d2fc0f4653,钱九引,6692.61
a3f67af4d7284ed5874ed4d82fe32984,李六捷,37173.52
46210f19f3af4504bc2d53a4fb05c342,吴四于,885.86
222fb2f8049e436a8aa284f0bedaa362,王一捷,226.36
152ac0ae868f454d900180333036d500,张八最,338.71
cedad5a3b4cf4d62a2a641a4645da317,李六力,92545.26
d6ea3c13b377451fb2cf27eb5282efc1,赵九力,24.68
b769551bf340417bb7684e75bffc1dbc,孙三力,8329.26
0dc1ae1333a74a318e720cb1292f5419,张九力,72776.51
10acde2311b846ab9498a1c9f8c3544a,孙一息,5252.04
3772b6228a0e464c9b438747c39f9ead,李四最,98.91
320b439d33eb491aa2f5dafb874893f4,王一全,7623.21
a6dfc6d23de144ada01a48f530a1d405,孙八中,56742.41
010da42623ea497c9f26c09fd4e6dafc,王六引,708.05
adde3b7a2c59479183c9eb42bf9e0ce1,钱四息,316.57
725a85c9981947f69720dd5a7fbf4b1a,李五搜,8251.84
9d226a6d917b44bd87052a4e33354d15,赵八息,474.04
1b188bf3e43f48fdb93425f054d89668,吴六致,636.03
d7ddbdf244384b5f9a4fc728edffe7ca,吴九文,943.75
1aaa6a752fd84088945b77085c1a7b40,赵四中,7597.70
4c10d35dbf424078a254b2ec245a5437,赵一捷,10944.31
a3fa931abbe84aa785c6b6f422c9a899,李二搜,5.89
dcc8dda413f7446f97b0e15ea5a5594f,赵五全,8114.24
fbcb9587ecb14142912fc20f1ebae901,王六息,6.48
f4c33ed0222e447b84b1cbf04b7afc1f,孙八搜,8933.02
c17e7819a91947359f6278667c455d1f,张六索,57832.62
d02288ade7d84c439e6f256d2d0011bf,吴五擎,57.22
ba31bcf4751046598d81e45175bee51b,钱八最,88992.98
5ef2600c1aff48638312f4efdbb277f0,张九中,18.41
ae3b5a7d2e794697abe436ed8a1eea94,黄四擎,3854.95
bb685fcd67644b66b731988d63a5b0cc,赵二息,41.94
3557bee3822e4d2c8fcfd16cfdb24647,吴三于,7.30
31e6074cc6ef427b9541d5ecccda38ee,黄五全,12.11
